channel_id,channel_title,month,video_id,video_url,title,published_at,duration_sec,view_count,like_count,comment_count,description,monetizacion,platforms,links,notas
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,qOWXJzFVNiM,https://www.youtube.com/watch?v=qOWXJzFVNiM,Luvenio | Transmisión especial desde Guantánamo Bar,2025-07-04T03:31:36Z,13639.0,835,31,0,"La música, los DJ's, la noche y las fiestas en un stream único de la mano de Franco Giraudo y Valen Albornoz.
En esta ocasión en vivo desde Guantánamo Bar en San Rafael, Mendoza.
2 Dj´s set en vivo, nuestro residente Franco Giraudo y el invitado Facundo Gaggioli.
Venite a la transmisión desde las 20:30 y hasta 00:00 en Avda. Hip. Yrigoyen 1630.
#dj #liveset #livestream #livesession #transmisión #exterior #bar #pool #party #streaming #mendoza #sanrafael",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,L5CZcJGHQ9Y,https://www.youtube.com/watch?v=L5CZcJGHQ9Y,Viernes! | Convocados | Avisame Cuando Termines,2025-07-05T14:19:48Z,13659.0,444,10,0,"Los viernes son únicos en Serebross TV

Convocados Programa #11

Este viernes en Convocados, nos visita  Carolina Aldave (kinesióloga, osteópata y jugadora de básquet) a charlar sobre cómo proteger tu cuerpo y prevenir lesiones ¡sin morir en el intento! 💪  

Además, Milagros y Gastón traen un juego POLÉMICO que va generar debate.. te sumás? 🤼‍♂  

✅ Suscribite + activá la campanita 🛎: acá hablamos de todo el deporte sin filtros.

#Convocados #Deportes #Mendoza #Streaming

Avísame Cuando Termines - Programa #31 Temporada 2

Lo que todos pensamos pero nadie se atreve a decir, sexualidad y risas.

El erotismo y la comida siempre van de la mano, una cena, un vino, todo enciende los sentidos. En este programa vamos a indagar en una técnica japonesa llamada “nyotaimori”, el arte del sushi sobre el cuerpo, ¿te imaginas comer sobre un cuerpo desnudo? Hoy encendemos tus sentidos. 

#sushi #sexualidad #erotismo #practicaseroticas #sushisobreelcuerpo
#sexualidadlibre #mesdelorgullo #sexologiapublica #LGBTQ+# sexoenelauto #ninfomanía #asexualidad
#stream  #deportes #sexualidad #noticiasinternacionales 
#stream #sanrafael #mendoza #tv #nada #streaming #streammendoza #envivo #deportes #live #futbol",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,q2l5Wb4GjV8,https://www.youtube.com/watch?v=q2l5Wb4GjV8,NO JUGAMOS A NADA #63: Automovilismo | Futsal | Fútbol Alvear vs. San Rafael,2025-07-30T13:27:32Z,7508.0,431,7,0,"NO JUGAMOS A NADA #63 

Hoy nos visita un joven talento del automovilismo local, además estarán presentes los campeones del Torneo Apertura de futsal. Y cerramos con toda la información del partido de vuelta entre las selecciones de Alvear y San Rafael. La previa del partido con los protagonistas en vivo.",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,9bUdN0ffXJ8,https://www.youtube.com/watch?v=9bUdN0ffXJ8,De Arriba Abajo | Programa #40,2025-07-03T01:15:00Z,7678.0,382,11,1,"¡Hoy es un día de conversación caliente en de arriba abajo ! 
🤩 Vamos a hablar de aplicaciones de citas y cómo navegar en el mundo del amor digital. 💻💕 

Nuestra invitada especial Nerea Olivera, sexóloga, nos cuenta sobre sexo después de la maternidad y cómo recuperar la intimidad. 🤱‍♀💋

 Y para finalizar, ¡un desfile de moda con la marca Acordé a Vos! 👗👙 Hablaremos de la comodidad en la ropa interior y cómo elegir la perfecta para ti. 😉 

¡No te pierdas este stream lleno de conversación y estilo! 📺 
#Stream #AplicacionesDeCitas #SexoDespuésDeLaMaternidad #RopaInterior #Comodidad #Moda""",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,R--NnEjPQaI,https://www.youtube.com/watch?v=R--NnEjPQaI,De Arriba Abajo | Programa #43,2025-07-24T01:24:39Z,8065.0,371,10,0,"🚨 HOY EN EL STREAM: IMPERDIBLE DE PRINCIPIO A FIN 🚨
Prepárate para un mix explosivo de data, emoción y buena onda 👇

📅 Efemérides de la semana.
🇬🇧 La Teacher Penny sigue desburrándonos con su inglés canchero y sin filtro
🎶 Trajimos temazos que cumplen 20 años… ¡y te van a pegar en la nostalgia!
👀 Hay Putinoti del bueno con lo más jugoso de la farándula: amores, escándalos y algún que otro papelón
🥦 Una nutricionista invitada nos ayuda a entender qué pasó con la Locomotora Olivera y cómo la alimentación puede ayudarnos a prevenir situaciones como esa 💪
🔮 Y para cerrar… una tarotista en vivo que nos va a tirar las cartas y las verdades. ¿Te animás a saber qué te depara el destino?

📲 Prendete, comentá y participá. ¡Hoy el stream está on fire!

#StreamConTodo #Efemérides #TeacherPenny #Farándula #Putinoti #NutriciónConSentido #LocomotoraOlivera #TarotEnVivo #LoQueSeViene",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,xXM0cYkRca8,https://www.youtube.com/watch?v=xXM0cYkRca8,Jueves en Serebross TV | Indice Rural & No Jugamos a Nada,2025-07-31T18:36:05Z,10077.0,326,12,0,"Indice Rural

La actualidad agropecuaria y ganadera de Mendoza la encontrás acá
#agro #ganaderia #agropecuario #tv #streaming 

No jugamos a nada #64

Nos visita el árbitro internacional Andrés Merlos, que dirige en la Primera División del fútbol argentino y es el actual presidente de la Liga Alvearense de Fútbol.
#futbol #liga #sanrafael #mendoza #alvear #argentina",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,yUuRNIvK79A,https://www.youtube.com/watch?v=yUuRNIvK79A,NO JUGAMOS A NADA #61: Handball-Ayelén García | Deportes-Jorge Ercoli | Fútbol-Julio Omar Pedernera,2025-07-23T13:27:35Z,7355.0,324,6,0,"NO JUGAMOS A NADA #61 

Nos visita Ayelén García, referente del handball sanrafaelino e integrante de la Selección Argentina “La Garra” que este año disputará el Mundial.

Jorge “Chicho” Ercoli desde la Dirección Deportes de San Rafael dialogará con nosotros sobre la actualidad del deporte local en sus diferentes áreas.

Para cerrar estará en el piso, Julio Omar Pedernera, exjugador de fútbol que brilló en el fútbol argentino siendo el único campeón en la máxima categoría con la camiseta de Rosario Central.",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,jLCzkf97U_Q,https://www.youtube.com/watch?v=jLCzkf97U_Q,Viernes! | Convocados | Avisame Cuando Termines,2025-07-19T02:25:45Z,14423.0,300,20,2,"Convocados Programa #13

MOVERTE y ejercitar a todo ritmo | Ariadna Ortíz

Este viernes en Convocados, nos visita  Ariadna Ortíz (profe de educación física e instructora de zumba) para charlar sobre cómo ejercitar tu cuerpo y además, aprenderlo coreos de baile!

Además, Milagros y Gastón traen un juego sobre Mundiales de fútbol, deportistas y películas que no podes perderte!

✅ Suscribite + activá la campanita 🛎: acá hablamos de todo el deporte sin filtros.

Avísame Cuando Termines - Programa #33 Temporada 2

Lo que todos pensamos pero nadie se atreve a decir, sexualidad y risas.

Hoy hacemos que dejes de sentir vergüenza por el hecho de usar lubricante. El lubricante  no se utiliza solo cuando “hay algo mal”, hoy lo desmitificamos por completo. 
Sexo en la tercera edad ¿cómo nos reencontramos con nuestra sensualidad cuando somos mayores? Ivonne nos explica un poco sobre esto.
También te enseñamos como hacer unos nudos para divertirte este fin de semana.
Debatimos: amigos con derecho, ¿si o no?.

#verguenza #sexualidad  #conocernos#grafologia #intersexualidad #sexualidad #erotismo #practicaseroticas #sexualidadlibre #mesdelorgullo #sexologiapublica #LGBTQ+ #ninfomanía #asexualidad
#stream  #deportes #sexualidad #noticiasinternacionales 
#stream #sanrafael #mendoza #tv #nada #streaming #streammendoza #envivo #deportes #live #futbol",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,QskF6YVitAs,https://www.youtube.com/watch?v=QskF6YVitAs,Jueves en Serebross TV | Indice Rural S16E26 | No Jugamos a nada E62,2025-07-25T11:09:23Z,9105.0,297,5,0,"ÍNDICE RURAL

Programa 26- Temporada 16

La actualidad de la agricultura y la ganadería de Mendoza está acá.

👨🏼‍🌾 Encuentro Binacional
El presidente de la específica de Agricultura de la CCIA viajó a Linares, Chile, y nos cuenta el resultado de las reuniones mantenidas.

🍷 Situación del INV
No te pierdas la nota con el productor, bodeguero y ex titular del Instituto Nacional de Vitivinicultura, Martín Hinojosa.

🌊 La cuenca del Río Atuel tiene nueva autoridad 
El ingeniero Santiago del Rio es el nuevo subdelegado de Aguas de la Cuenca del Río Atuel.

🐂Sabes lo que es la Ganadería Regenerativa?
No te pierdas la entrevista con el ingeniero agrónomo Martín Villarreal Palandri, quien es especialista en Manejo Holístico y Ganadería Regenerativa.


#Agricultura #EncuentroBinacional #Linares #Chile 
#INV #Bodegas #Vitivinicultura
#RíoAtuel #Irrigación
#Ganadería #GanaderíaRegenerativa #ManejoHolistico

NO JUGAMOS A NADA",No,,,
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,08-2025,HQtdhK79ne4,https://www.youtube.com/watch?v=HQtdhK79ne4,Viernes! | Convocados | Avisame Cuando Termines,2025-07-12T02:30:18Z,14805.0,286,9,1,"Los viernes son únicos en Serebross TV

Convocados Programa #12

EJERCITAR tu cuerpo es posible! | Ramiro Altamiranda 

Este viernes en Convocados, nos visita  Ramiro Altamiranda (profesor de educación física) para charlar sobre cómo ejercitar tu cuerpo ¡sin morir en el intento! 💪  

Además, Milagros y Gastón traen un juego sobre Mundiales de fútbol que va generar debate.. te sumás? 🤼‍♂  

✅ Suscribite + activá la campanita 🛎: acá hablamos de todo el deporte sin filtros.

#Convocados #Deportes #Mendoza #Streaming #entrenamiento #vidasaludable

Avísame Cuando Termines - Programa #32 Temporada 2

Lo que todos pensamos pero nadie se atreve a decir, sexualidad y risas.

¿Alguna vez tuviste una mala experiencia sexual?¿Algún muertito en el Placard o situación que te avergüenza?
En este programa vamos a sacar toda la vergüenza afuera y demostrar que es más común de lo que pensas...anímate a participar y a conocer,por medio de la grafología,tips para que no te vuelvas a cruzar con fiascos sexuales.
También vamos a conocer sobre intersexualidad con Romi para ampliar temas relacionados al género.

#verguenza #sexualidad  #conocernos#grafologia #intersexualidad #sexualidad #erotismo #practicaseroticas #sexualidadlibre #mesdelorgullo #sexologiapublica #LGBTQ+ #ninfomanía #asexualidad
#stream  #deportes #sexualidad #noticiasinternacionales 
#stream #sanrafael #mendoza #tv #nada #streaming #streammendoza #envivo #deportes #live #futbol",No,,,
