channel_id,channel_title,month,video_id,video_url,title,published_at,duration_sec,view_count,like_count,comment_count,description,monetizacion,platforms,links,notas
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,T3Tln7Mzgww,https://www.youtube.com/watch?v=T3Tln7Mzgww,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 01-04-2026,2026-04-02T00:58:11Z,54592.0,8616,44,1,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,8ZNUryhbibM,https://www.youtube.com/watch?v=8ZNUryhbibM,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 29-04-2026,2026-04-30T00:43:53Z,53632.0,8121,53,0,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,eVZrezvxUxw,https://www.youtube.com/watch?v=eVZrezvxUxw,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 01-05-2026,2026-05-01T16:31:20Z,22303.0,3028,24,0,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,7IQkDxWIKzg,https://www.youtube.com/watch?v=7IQkDxWIKzg,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 02-04-2026,2026-04-02T23:10:51Z,48093.0,4822,32,0,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,eVbi3smdH8k,https://www.youtube.com/watch?v=eVbi3smdH8k,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 16-04-2026,2026-04-17T00:38:25Z,53200.0,7912,52,0,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,KxtOhoBlaaA,https://www.youtube.com/watch?v=KxtOhoBlaaA,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 28-04-2026,2026-04-29T00:35:37Z,54576.0,7633,49,0,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,oYAC5kiBB-w,https://www.youtube.com/watch?v=oYAC5kiBB-w,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 06-04-2026,2026-04-07T00:43:36Z,54111.0,9192,51,2,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,lJMR-QtP4lM,https://www.youtube.com/watch?v=lJMR-QtP4lM,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 07-04-2026,2026-04-07T22:45:51Z,46810.0,7523,42,2,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,GFKfGvdkgvs,https://www.youtube.com/watch?v=GFKfGvdkgvs,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 03-04-2026,2026-04-03T23:41:03Z,46898.0,4884,34,1,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,05-2026,xpo_pofvLj4,https://www.youtube.com/watch?v=xpo_pofvLj4,🔴 Radio Nihuil EN VIVO - Noticias de Mendoza 15-04-2026,2026-04-15T23:39:22Z,49919.0,8882,51,2,"Somos Nihuil, la radio líder de Mendoza. Noticias, información y humor.

Desde las 6, Informe Nihuil con Soledad Segade. 
A las 7, No Tenés Cara! con Ricardo Montacuto, Agustina Fiadino y equipo.
A las 10, Mañana es Mejor, con Julián Imazio, Rosana Villegas y equipo.
A las 13, Ida y Vuelta con Gabrielli, con Andrés Gabrielli, Sara González y equipo.
A las 16, Hora Libre, con Javier Dellamaggiore, Noelia Nieto y equipo. 
A las 18, Ovación, con Daniel Fiochetta y equipo. 
A las 20, Buena Suerte y Hasta Luego, con Sergio ""Tano"" Robles y equipo.


Suscribite acá: https://www.youtube.com/radionihuil
Escribinos al whatsapp 261 617 7997

Seguinos x acá:
Instagram: https://www.instagram.com/radionihuil
Facebook: https://www.facebook.com/radionihuil
TikTok: https://www.tiktok.com/@radionihuil
X: https://www.twitter.com.ar/radionihuil
Spotify: https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2
Web: www.radionihuil.com.ar


#radionihuil #radiostreaming #streaming #radio #mendoza #nihuil",No,,"https://www.youtube.com/radionihuil, https://www.instagram.com/radionihuil, https://www.facebook.com/radionihuil, https://www.tiktok.com/@radionihuil, https://www.twitter.com.ar/radionihuil, https://open.spotify.com/show/4dyJ9VSyiW4h5eV3wcy8Ga?si=5efa66147f7646f2",
