channel_id,channel_title,month,video_id,video_url,title,published_at,duration_sec,view_count,like_count,comment_count,description,monetizacion,platforms,links,notas
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,Vssy01uySmM,https://www.youtube.com/watch?v=Vssy01uySmM,"BROGGI DEJA GIMNASIA + BERTI, SONRÍE EN LA LEPRA + MATEO Y TOEDTLI, EN LA CUERDA FLOJA | TQCEE #64",2026-03-24T01:54:25Z,7186.0,1854,186,6,"BROGGI DEJA GIMNASIA + BERTI, SONRÍE EN LA LEPRA + MATEO Y TOEDTLI, EN LA CUERDA FLOJA | TQCEE #64

El programa insignia de Sifonazo Stream. Debate caliente, periodismo sin cassette y toda la actualidad de los cuatro grandes de Mendoza: Godoy Cruz, Independiente Rivadavia, Gimnasia y Esgrima, y Deportivo Maipú. La mesa más picante de la provincia analiza el rendimiento, los refuerzos y los escándalos de nuestro fútbol. Con Federico Acosta, Juan Manuel Quiroga, Lautaro Godoy, Tiburón Fernández, Tomás Turela, Chapa Olmedo y más.

👇 HOY EN LA MESA HABLAMOS DE:
Los entrenadores del fútbol mendocino. La salida de Ariel Broggi de Gimnasia, el buen presente de la Lepra con Alfredo Berti, a quien todo parece salirle bien. Por último, el clásico de la Primera Nacional del próximo domingo tiene a dos entrenadores con la continuidad en juego, Alexis Mateo y Mariano Toedtli se juegan la vida en Maipú vs. Godoy Cruz? 

⏱️ CAPÍTULOS DEL PROGRAMA (¡Ve directo a tu equipo!):
00:00 - ¡Arranca el Sifonazo! Previa bien caliente.
15:37 - ¡Echaron a Broggi! El Lobo sin DT.
38:07 - Godoy Cruz: Un desastre en Chaco.
53:24 - Masterclass de Berti: La Lepra imparable.
01:23:40 - Locura por la F1 en Suzuka.
01:28:23 - Alarma Maipú: El peor partido de Matteo.
01:42:55 - ¡BOMBAZO! ¿Martín Palermo llega a Gimnasia?
01:51:34 - El polémico momento de Sebastián Villa.

Sifonazo interactivo: Leemos el chat en vivo y nos peleamos con ustedes.

🍷 SEGUÍNOS EN NUESTRAS REDES PARA MÁS SIFONAZO:
Instagram: https://www.instagram.com/sifonazostream/ - https://www.instagram.com/streammotor/ - https://www.instagram.com/somosgodoycruz/ 
TikTok: https://www.tiktok.com/@sifonazo.stream 
Twitter/X: https://x.com/SifonazoStream
🔔 ¿Querés que el periodismo deportivo independiente de Mendoza siga creciendo? 
1️⃣ Suscribite al canal (Es gratis y nos ayuda a competir con los medios tradicionales).
2️⃣ Dejá tu LIKE si bancás que digamos las cosas como son.
3️⃣ Comentá: De los 4 equipos mendocinos, ¿quién está mejor en el 2026?
Te leemos al aire.
#SifonazoStream #IndependienteRivadavia #GodoyCruz #GimnasiaMendoza #DeportivoMaipu #FutbolMendocino #DeportesMendoza",No,,"https://www.instagram.com/sifonazostream/, https://www.instagram.com/streammotor/, https://www.instagram.com/somosgodoycruz/, https://www.tiktok.com/@sifonazo.stream, https://x.com/SifonazoStream",
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,v89bQCiS0bI,https://www.youtube.com/watch?v=v89bQCiS0bI,GODOY CRUZ APLASTÓ A MAIPÚ + DARÍO FRANCO LLEGA AL LOBO + LA LEPRA… EN LIBERTADORES | TQCEE #66,2026-03-31T01:38:41Z,7259.0,1794,143,2,"GODOY CRUZ APLASTÓ A MAIPÚ + DARÍO FRANCO LLEGA AL LOBO + LA LEPRA… EN LIBERTADORES | TQCEE #66

El programa insignia de Sifonazo Stream. Debate caliente, periodismo sin cassette y toda la actualidad de los cuatro grandes de Mendoza: Godoy Cruz, Independiente Rivadavia, Gimnasia y Esgrima, y Deportivo Maipú. La mesa más picante de la provincia analiza el rendimiento, los refuerzos y los escándalos de nuestro fútbol. Con Federico Acosta, Juan Manuel Quiroga, Lautaro Godoy, Tiburón Fernández, Tomás Turela, Chapa Olmedo y más.


👇 HOY EN LA MESA HABLAMOS DE:
Godoy Cruz sacó a chapa y limpió a Maipú en el Malvinas Argentinas. El Tomba sigue invicto y el pueblo bodeguero se ilusiona con el regreso a Primera División mientras el Cruzado le escapa al descenso. Darío Franco llegó a Gimnasia y prepara su debut ante Vélez; mientras que la Lepra ya conoce los precios de las entradas en la Copa Libertadores.

⏱️ CAPÍTULOS DEL PROGRAMA (¡Andá directo a tu equipo!):
00:00 - ¡Arranca picante! Las cargadas a Lautaro Godoy
16:15 - Lautaro pagó la apuesta: ¡Tremenda picada!
24:59 - El análisis del Tomba: ¿Jugó bien?
50:05 - Maipú en crisis: ¿Se va Alexis Matteo?
01:06:52 - ¡Bomba! Darío Franco asume en Gimnasia
01:16:59 - ¡Locura en la Lepra! Entradas carísimas
01:28:41 - El primer 11 de Darío Franco
01:39:25 - ¿Por qué Gimnasia descartó a Palermo?
01:47:17 - Reacción a la nueva camiseta del Tomba

Sifonazo interactivo: Leemos el chat en vivo y nos peleamos con ustedes.


🍷 SEGUÍNOS EN NUESTRAS REDES PARA MÁS SIFONAZO:

Instagram: https://www.instagram.com/sifonazostream/ - https://www.instagram.com/streammotor/ - https://www.instagram.com/somosgodoycruz/ 
TikTok: https://www.tiktok.com/@sifonazo.stream 
Twitter/X: https://x.com/SifonazoStream

🔔 ¿Querés que el periodismo deportivo independiente de Mendoza siga creciendo? 
1️⃣ Suscribite al canal (Es gratis y nos ayuda a competir con los medios tradicionales).
2️⃣ Dejá tu LIKE si bancás que digamos las cosas como son.
3️⃣ Comentá: De los 4 equipos mendocinos, ¿quién está mejor en el 2026?

Te leemos al aire.
#SifonazoStream #IndependienteRivadavia #GodoyCruz #GimnasiaMendoza #DeportivoMaipu #FutbolMendocino #DeportesMendoza",Sponsors/Apuestas,Sponsors/Apuestas,"https://www.instagram.com/sifonazostream/, https://www.instagram.com/streammotor/, https://www.instagram.com/somosgodoycruz/, https://www.tiktok.com/@sifonazo.stream, https://x.com/SifonazoStream",
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,lsT1ix6MERc,https://www.youtube.com/watch?v=lsT1ix6MERc,"GODOY CRUZ, ¿ES DE LOS SOCIOS? + INVITADOS Y SANCIONES + PARTIDO CLAVE CON FERRO | SOMOS GC #6",2026-03-11T02:07:13Z,6552.0,1671,155,2,"""Somos Godoy Cruz"", capítulo 6 en Sifonazo Stream. 

Vuelve el programa con la mejor información del Club Deportivo Godoy Cruz Antonio Tomba.

Con Tomás Turela, Matias Giordano, Luciano Lillo, Juan Manuel Campillay, Nicolas Castillo, Eric Herrera y Tomas Vieyra.",No,,,
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,DMrypSwavI4,https://www.youtube.com/watch?v=DMrypSwavI4,"SORTEO LIBERTADORES + GRUPO DE LA LEPRA + ¿BROGGI, CON UN PIE AFUERA DE GIMNASIA? | TQCEE #63",2026-03-20T01:25:05Z,8217.0,1499,144,1,"El programa insignia de Sifonazo Stream. Debate caliente, periodismo sin cassette y toda la actualidad de los cuatro grandes de Mendoza: Godoy Cruz, Independiente Rivadavia, Gimnasia y Esgrima, y Deportivo Maipú. La mesa más picante de la provincia analiza el rendimiento, los refuerzos y los escándalos de nuestro fútbol. Con Federico Acosta, Juan Manuel Quiroga, Lautaro Godoy, Tiburón Fernández, Tomás Turela, Chapa Olmedo y más.

👇 HOY EN LA MESA HABLAMOS DE:
Independiente Rivadavia conoce sus rivales de la primera fase de la Copa Libertadores. Debatimos sobre el presente de Gimnasia y Esgrima (Mza) y el Tiburón va a revelar qué sucederá en el futuro con Ariel Broggi. Falta menos para Maipú vs. Godoy Cruz, analizamos el partido previo de ambos equipos y cómo cambió la sensación de que el Cruzado llegaba mejor tras la derrota con Atlanta y el triunfo ante Ferro.

⏱️ CAPÍTULOS DEL PROGRAMA (¡Ve directo a tu equipo!):
00:00 - Editorial Sifonazo: Arranca el debate más caliente de Mendoza.

Sifonazo interactivo: Leemos el chat en vivo y nos peleamos con ustedes.

🍷 SEGUÍNOS EN NUESTRAS REDES PARA MÁS SIFONAZO:
- Instagram: https://www.instagram.com/sifonazostream/ - https://www.instagram.com/streammotor/ - https://www.instagram.com/somosgodoycruz/ 
- TikTok: https://www.tiktok.com/@sifonazo.stream 
- Twitter/X: https://x.com/SifonazoStream

🔔 ¿Querés que el periodismo deportivo independiente de Mendoza siga creciendo? 
1️⃣ Suscribite al canal (Es gratis y nos ayuda a competir con los medios tradicionales).
2️⃣ Dejá tu LIKE si bancás que digamos las cosas como son.
3️⃣ Comentá: De los 4 equipos mendocinos, ¿quién está mejor en este 2026?
Te leemos al aire.

#SifonazoStream #IndependienteRivadavia #GodoyCruz #GimnasiaMendoza #DeportivoMaipu #FutbolMendocino #DeportesMendoza",No,,"https://www.instagram.com/sifonazostream/, https://www.instagram.com/streammotor/, https://www.instagram.com/somosgodoycruz/, https://www.tiktok.com/@sifonazo.stream, https://x.com/SifonazoStream",
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,z7a84z4oyes,https://www.youtube.com/watch?v=z7a84z4oyes,¡¡¡GANÓ GODOY CRUZ!!! + TOEDTLI RESPIRA + VIAJAMOS A CHACO | SOMOS GC #7,2026-03-18T14:26:48Z,6851.0,1465,151,3,"""Somos Godoy Cruz"", capítulo 7 en Sifonazo Stream. 

El análisis profundo, la información exclusiva y debate sin filtros sobre el Club Deportivo Godoy Cruz Antonio Tomba. Tomás Turela y el equipo de Somos Godoy Cruz en Sifonazo Stream te traen toda la actualidad del Expreso: el rendimiento del equipo, la lupa sobre el DT y lo que nadie te cuenta de la semana en el Feliciano Gambarte.

👇 HOY HABLAMOS DE:
¡Se cortó la mufa en nuestra casa! Analizamos a fondo la victoria histórica con nuestra gente que le da muchísimo oxígeno a Toedtli en el banco. Además, empezamos a armar los bolsos porque el Tomba se va para Chaco: te contamos toda la logística del viaje, el posible once titular y cómo acompañar al equipo.

⏱️ CAPÍTULOS DEL PROGRAMA (¡Andá directo a lo que te interesa!):
00:00 - Inicio del programa. Análisis de la victoria: el triunfo 2-1 ante Ferro en el Feliciano Gambarte (goles de Vicente Poggi y Nahuel Ulariaga). Desahogo: romper la mala racha en casa y aire para Toedtli.
08:30 - Análisis táctico y rendimientos. Puntos altos: Juan Andrada, Martín Pino y Lucas Arce. El esquema: cambio de mentalidad, el manejo de la pelota en el mediocampo y cómo el equipo parece haber entendido finalmente cómo jugar en esta categoría.
30:10 - Invitados especiales. Entrevista a Pedro y Mica: los hinchas que se hicieron virales alentando desde afuera del Gambarte. Cuentan la historia detrás del video y su pasión por el club.
43:55 - Debate con la gente. Interacción con el chat. Los seguidores eligen a sus figuras del partido.
57:00 - Entrevista central. Análisis del jugador: El volante de Godoy Cruz charla sobre su posición en la cancha, la idea de juego del técnico y cómo se siente el grupo tras sacarse la ""mochila"" de no ganar. Protagonismo: para Pozzo el equipo debe hacerse cargo de la pelota y ser protagonista en todos los estadios.
01:25:00 - Cierre, sorteos y próximos compromisos. Sorteos: Entrega de premios a los ganadores de la semana anterior y se realizaron sorteos de la fecha. (buzo y mate).
01:53:58 - Lo que viene: Hablan sobre la logística del viaje para enfrentar a Chaco For Ever y la previa del partido contra Maipú.

🍷 SEGUINOS EN NUESTRAS REDES PARA MÁS SIFONAZO:
Instagram: https://www.instagram.com/sifonazostream/ - https://www.instagram.com/somosgodoycruz/ 
TikTok: https://www.tiktok.com/@sifonazo.stream
Twitter/X: https://twitter.com/SifonazoStream

🔔 ¿Querés que el periodismo de Mendoza siga creciendo?
1️⃣ Suscribite al canal (Es gratis y nos ayuda un montón).
2️⃣ Dejá tu LIKE si festejaste el triunfo de ayer.
3️⃣ Comentá: ¿Fue el mejor partido de la era Toedtli? Te leemos en el próximo vivo.

#GodoyCruz #Tomba #FelicianoGambarte #SifonazoStream #FutbolArgentino #DeportesMendoza",No,,"https://www.instagram.com/sifonazostream/, https://www.instagram.com/somosgodoycruz/, https://www.tiktok.com/@sifonazo.stream, https://twitter.com/SifonazoStream",
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,1vZ7bwRUSzQ,https://www.youtube.com/watch?v=1vZ7bwRUSzQ,"LA PACIENCIA PASÓ UN LIMITE + DERROTA CON MORÓN, EMPATE CON MADRYN Y TENSIÓN | SOMOS GC #5",2026-03-04T14:42:02Z,6838.0,1431,97,3,"""Somos Godoy Cruz"", capítulo 5 en Sifonazo Stream. 

Vuelve el programa con la mejor información del Club Deportivo Godoy Cruz Antonio Tomba.

Con Tomás Turela, Matias Giordano, Luciano Lillo, Juan Manuel Campillay, Nicolas Castillo, Eric Herrera y Tomas Vieyra.",No,,,
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,_yeAgZxdG64,https://www.youtube.com/watch?v=_yeAgZxdG64,EL TOMBA ROMPIÓ EL MALEFICIO + CSIR LO DIO VUELTA + JUEGA MAIPÚ + LOBO VS. ESTUDIANTES | TQCEE #62,2026-03-17T01:20:26Z,7405.0,1368,138,4,"""Tenés que cerrar el estadio"", capítulo 62 en Sifonazo Stream. 

Llega el primer canal de deportes de Mendoza con toda la información, el análisis y la actualidad de Godoy Cruz, Independiente Rivadavia, Gimnasia, Maipú y más.

Con Juan Manuel Quiroga, Lautaro Godoy, Federico Acosta, Chapa Olmedo y Tomás Turela.",No,,,
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,IPTBsi2CRkQ,https://www.youtube.com/watch?v=IPTBsi2CRkQ,"GODOY CRUZ EN EL CENTRO DE LA POLÉMICA + EL LOBO, LA LEPRA Y MAIPÚ VUELVEN AL RUEDO | TQCEE #60",2026-03-10T01:16:49Z,7266.0,1331,148,3,"""Tenés que cerrar el estadio"", capítulo 60 en Sifonazo Stream. 

Llega el primer canal de deportes de Mendoza con toda la información, el análisis y la actualidad de Godoy Cruz, Independiente Rivadavia, Gimnasia, Maipú y más.

Con Juan Manuel Quiroga, Lautaro Godoy, Federico Acosta, Chapa Olmedo y Tomás Turela.",No,,,
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,6MX3OrN4i9k,https://www.youtube.com/watch?v=6MX3OrN4i9k,EMPATE EN CHACO CON SABOR A DERROTA + LA CABEZA EN MAIPÚ + TODOS AL MALVINAS | SOMOS GC #8,2026-03-25T02:15:29Z,7570.0,1159,126,1,"Empate en Chaco, pero sabor a derrota + La cabeza en Maipú + TODOS AL MALVINAS | SOMOS GC #8

El análisis profundo, la información exclusiva y debate sin filtros sobre el Club Deportivo Godoy Cruz Antonio Tomba. Tomás Turela y el equipo de Somos Godoy Cruz en Sifonazo Stream te traen toda la actualidad del Expreso: el rendimiento del equipo, la lupa sobre el DT y lo que nadie te cuenta de la semana en el Feliciano Gambarte.

👇 HOY EN LA MESA HABLAMOS DE:
Todo lo que dejó el empate con Chaco For Ever, los errores de los Ramírez y lo cerca que estuvo Godoy Cruz de quedarse con los 3 puntos. Además, se acerca el partido con Maipú, ¿es clásico? Nos visita Lauti Godoy para palpitar el duelo en el Malvinas Argentinas.

⏱️ CAPÍTULOS DEL PROGRAMA (¡Ve directo a tu equipo!):
Capítulos SEO - Somos Godoy Cruz
00:00 - ¡Arranca el debate en el Tomba!
05:20 - La bronca: Dos puntos regalados en Chaco
16:46 - Locura por los precios ante Maipú
23:32 - Martín Pino: El nuevo 9 titular
29:14 - El imperdonable error de Roberto Ramírez
33:36 - Matías Ramírez y un penal insólito
38:52 - El increíble cuatro contra uno errado
44:00 - Los desastrosos cambios de Mariano Toedli
52:52 - El misterio de Misael Sosa marginado
59:38 - ¡Llega Lautaro Godoy! Pica con Maipú
01:10:59 - Alerta Maipú: ¿Se va Alexis Matteo?
01:31:31 - Táctica picante y lesión de Andrada
01:42:25 - El debate caliente: ¿Es un clásico?
01:53:00 - Sorteo del Gambarte y cierre final

Sifonazo interactivo: Leemos el chat en vivo y nos peleamos con ustedes.

🍷 SEGUINOS EN NUESTRAS REDES PARA MÁS SIFONAZO:
Instagram: https://www.instagram.com/sifonazostream/ - https://www.instagram.com/somosgodoycruz/ 
TikTok: https://www.tiktok.com/@sifonazo.stream
Twitter/X: https://twitter.com/SifonazoStream

🔔 ¿Querés que el periodismo de Mendoza siga creciendo?
1️⃣ Suscribite al canal (Es gratis y nos ayuda un montón).
2️⃣ Dejá tu LIKE si festejaste el triunfo de ayer.
3️⃣ Comentá: ¿Fue el mejor partido de la era Toedtli? Te leemos en el próximo vivo.

#GodoyCruz #Tomba #FelicianoGambarte #SifonazoStream #FutbolArgentino #DeportesMendoza",No,,"https://www.instagram.com/sifonazostream/, https://www.instagram.com/somosgodoycruz/, https://www.tiktok.com/@sifonazo.stream, https://twitter.com/SifonazoStream",
UCghFRyDAl663a6CPtjwXw9g,Sifonazo Stream,04-2026,ge_OIIKt5I0,https://www.youtube.com/watch?v=ge_OIIKt5I0,MAIPÚ VS. GODOY CRUZ + GIMNASIA ELIGE DT + FECHA CONFIRMADA PARA LEPRA VS. LOBO | TQCEE #65,2026-03-27T01:17:33Z,7339.0,1120,110,5,"MAIPÚ VS. GODOY CRUZ + GIMNASIA ELIGE DT + FECHA CONFIRMADA PARA LEPRA VS. LOBO | TQCEE #65

""El programa insignia de Sifonazo Stream. Debate caliente, periodismo sin cassette y toda la actualidad de los cuatro grandes de Mendoza: Godoy Cruz, Independiente Rivadavia, Gimnasia y Esgrima, y Deportivo Maipú. La mesa más picante de la provincia analiza el rendimiento, los refuerzos y los escándalos de nuestro fútbol. Con Federico Acosta, Juan Manuel Quiroga, Lautaro Godoy, Tiburón Fernández, Tomás Turela, Chapa Olmedo y más.

👇 HOY EN LA MESA HABLAMOS DE:
Maipú recibe a Godoy Cruz en el Malvinas Argentinas y en Sifonazo Stream vivimos la previa con nuestro estilo. Además, el Tiburón Fernández trae información exclusiva del nuevo entrenador de Gimnasia Mendoza y Juanma Quiroga se prepara para viajar por América en la Copa Libertadores.

⏱️ CAPÍTULOS DEL PROGRAMA (¡Ve directo a tu equipo!):
00:00 - Editorial Sifonazo: Arranca el debate más caliente de Mendoza.

Sifonazo interactivo: Leemos el chat en vivo y nos peleamos con ustedes.

🍷 SEGUÍNOS EN NUESTRAS REDES PARA MÁS SIFONAZO:
Instagram: https://www.instagram.com/sifonazostream/ - https://www.instagram.com/streammotor/ - https://www.instagram.com/somosgodoycruz/ 
TikTok: https://www.tiktok.com/@sifonazo.stream 
Twitter/X: https://x.com/SifonazoStream
🔔 ¿Querés que el periodismo deportivo independiente de Mendoza siga creciendo? 
1️⃣ Suscribite al canal (Es gratis y nos ayuda a competir con los medios tradicionales).
2️⃣ Dejá tu LIKE si bancás que digamos las cosas como son.
3️⃣ Comentá: De los 4 equipos mendocinos, ¿quién está mejor en el 2026?
Te leemos al aire.
#SifonazoStream #IndependienteRivadavia #GodoyCruz #GimnasiaMendoza #DeportivoMaipu #FutbolMendocino #DeportesMendoza",No,,"https://www.instagram.com/sifonazostream/, https://www.instagram.com/streammotor/, https://www.instagram.com/somosgodoycruz/, https://www.tiktok.com/@sifonazo.stream, https://x.com/SifonazoStream",
