CanalID,Nombre,URL,Descripcion,Pais,FechaCreacion,Suscriptores,VistasTotales,CantidadVideos,CantidadVivosMes,PromedioDiasEntreVivos,FrecuenciaSemanal,FrecuenciaDiaria,FechaPrimerVivoMes,FechaUltimoVivoMes,MonetizacionAlternativa_desc,Links_desc,Plataformas_desc,notas
UCCKMZAvEMR7IzVKBxyLb9Lg,FLOYD TV ,https://youtube.com/@floydtvonline?si=jUPNtgg266-y5k8q,"El streaming no es el futuro. Es el Presente.
Y desde FloydTV lo estamos liderando.
",AR,2018-05-31T20:34:05Z,28500,1236971,1767,13,1.33,3.25,0.42,2026-01-07T11:08:25Z,2026-01-30T10:13:42Z,No,,,
UC7WpCrWnAh5DoHtMxbrtMnQ,Choco TV,https://youtube.com/@chocotvok?si=2YVCEG5eRz7k7bcY,"El PRIMER canal de streaming en Mendoza. 


PROGRAMACIÓN DIARIA EN VIVO  
De lunes a viernes de 11.00 a 14.00. 


Contacto Comercial: 
https://wa.me/5492615035445

",AR,2023-04-28T19:28:23.380002Z,10000,939235,2523,0,,,,,,No,https://wa.me/5492615035445,,Sin vivos en el mes
UC2Spl5nhZtU_c8w7amfOKqw,Goreme Media,https://youtube.com/@gorememedia?si=rYKLiklxHH9n6dee,"Canal de #streaming 🎧 - Mendoza, Argentina",AR,2012-01-30T22:07:35Z,7040,1490291,182,0,,,,,,No,,,Sin vivos en el mes
UCxtCp4e1pGevREzI4aCMjow,EL BÚNKER,https://youtube.com/@elbunkermza?si=DYKceoHFUHXZNPzW,"Un refugio para fingir cordura ✌️
Todos los lunes de 19 a 21 h en vivo 
Somos @elbunkermza en todas las redes
",AR,2023-08-31T01:19:07.131715Z,1210,123060,234,0,,,,,,No,,,Sin vivos en el mes
UCKmXYozYivG-QniM45u0THA,MALBEC PLAY,https://youtube.com/@malbecplay?si=CJp8lB2RIvVn99L8,"🎧 STREAM DE PURA CEPA 🤙🏼 


",AR,2021-08-22T23:31:39.64852Z,552,30315,273,0,,,,,,No,,,Sin vivos en el mes
UCxy1_VhGyaCbto2-DcXqk_w,Serebross TV,https://youtube.com/@serebrosstv?si=XcpEMWAXDYY1bK0E,"Nuestro canal de TV redefine la diversión con una mezcla única de creatividad y energía. Ofrecemos programación fresca y dinámica, desde series innovadoras hasta contenido interactivo, que captura el espíritu de la juventud y mantiene a nuestra audiencia siempre conectada con lo más actual.
",Argentina,2011-10-21T18:06:49Z,1890,234253,624,21,0.95,5.25,0.68,2026-01-03T09:18:48Z,2026-01-30T09:50:51Z,No,,,
UCC6Y5cYmvlQ_4-J6jOSOK_Q,Pila TV,https://youtube.com/@agenciaaluza?si=tqe-doEcJA4LnwLn,Streaming bien mendocino 🔋,AR,2020-12-30T06:10:27.350154Z,1780,31699,0,0,,,,,,No,,,Sin vivos en el mes
UCRw1y2JAiHN3mcjjCtrBBng,Canal Bardo,https://youtube.com/@canalbardo?si=IANKmAlZraytP1gI,"💣BARDO EN VIVO💣 De Mendoza para el mundo. Hacer cosas en Argentina, en el rubro que sea... Es un Bardo !!
Vivir en Argentina es un Bardo. Por eso hicimos un canal donde cada Bardo tenga su lugar en el streaming. Se vienen cositas lindas para este 2026, sumate a nuestro bardo.
 
",AR,2023-09-19T17:06:01.887384Z,7760,485623,897,28,0.63,7.0,0.9,2026-01-03T07:42:54Z,2026-01-31T10:20:53Z,No,,,
UCBSWjvvdoYMkgdybOl1TafA,Gordivinos,https://youtube.com/@gordivinos?si=ZjBDS7cJsTDiYNYh,"Somos un canal de streaming donde no solo hablamos de obesidad, sino de superación.📲✨💪🏻
Todos los domingos a las 11hs por YouTube. 
Seguinos en nuestras redes sociales: 
- Instagram: @Gordivinos.ok
- Tiktok: @Gordivinos
- Facebook: Gordivinos
",Argentina,2025-02-26T00:44:27.989043Z,808,44529,64,0,,,,,,No,,,Sin vivos en el mes
UC9kKAxookRd_sLlkmc1ROtA,DESDE EL FONDO,https://youtube.com/@desdeelfondo?si=4XZvZVeu-Wr1Fab0,"Esto no es un canal de streaming

",Argentina,2023-05-06T13:16:55.125123Z,824,167264,228,0,,,,,,No,,,Sin vivos en el mes
UCc8mzxrfokRgbCxQkoTFV-w,Cascote TV,https://youtube.com/@cascotetv?si=6BIclzcR-wDcxADN,"Streaming de Mendoza al mundo... o bueno, a donde lleguemos 👀🎙️💻",AR,2025-03-14T21:43:06.776556Z,1190,48453,190,0,,,,,,No,,,Sin vivos en el mes
UCrKnuUxDxdkFZo-7zM4ZDQQ,Radio Alerta,https://youtube.com/@radioalertamza?si=k9xUrWYPFHEdFv-m,"Luján de Cuyo, Mendoza, Argentina.",Argentina,2020-01-19T01:37:43.138075Z,77,3465,55,0,,,,,,No,,,Sin vivos en el mes
